Stress_Data,AE_Reduced_Data,,,,,,,,AE_Reduced_Data,Stress_Data,,,
13.1187946,34200.15,,2.574045904,10.43998531,0.246556468,,,,,,,34200.15,13.1187946
13.2981931,34309.15,,2.587628169,10.44316736,0.24778193,,,,,,,34309.15,13.2981931
13.47859395,34515.85,,2.601102794,10.44917392,0.248929036,,,,,,,34515.85,13.47859395
13.66869875,43181.45,,2.615108456,10.67316628,0.245017119,,,,,,,43181.45,13.66869875
13.84750603,45081.45,,2.628105146,10.71622613,0.245245398,,,,,,,45081.45,13.84750603
14.03095953,45355.45,,2.641266283,10.72228562,0.246334259,,,,,,,45355.45,14.03095953
14.22752048,45756.92,,2.655178151,10.73109832,0.247428369,,,,,,,45756.92,14.22752048
14.4133347,45907.92,,2.668153799,10.73439293,0.24856122,,,,,,,45907.92,14.4133347
14.59835297,46532.58,,2.680908712,10.74790799,0.249435398,,,,,,,46532.58,14.59835297
14.78542794,46658.58,,2.693642097,10.75061211,0.250557091,,,,,,,46658.58,14.78542794
14.96726569,46798.58,,2.705865529,10.75360814,0.251623966,,,,,,,46798.58,14.96726569
15.16367177,46921.28,,2.718902552,10.75622658,0.252774756,,,,,,,46921.28,15.16367177
15.34614063,47029.28,,2.730864018,10.75852567,0.253832551,,,,,,,47029.28,15.34614063
15.53405959,49976.28,,2.743035006,10.81930377,0.253531564,,,,,,,49976.28,15.53405959
15.73196532,50124.28,,2.75569465,10.8222608,0.254632068,,,,,,,50124.28,15.73196532
15.91587186,50473.28,,2.767316842,10.82919937,0.255542146,,,,,,,50473.28,15.91587186
16.10409857,50536.78,,2.779073809,10.83045667,0.256598027,,,,,,,50536.78,16.10409857
16.30098258,52536.78,,2.791225387,10.86926877,0.256799739,,,,,,,52536.78,16.30098258
16.48945877,52816.78,,2.802721314,10.87458422,0.257731354,,,,,,,52816.78,16.48945877
16.67514493,55432.28,,2.813919283,10.92291737,0.257616092,,,,,,,55432.28,16.67514493
16.86894407,55582.28,,2.825474302,10.92561972,0.25860998,,,,,,,55582.28,16.86894407
17.05489433,55674.98,,2.83643722,10.92728613,0.259573803,,,,,,,55674.98,17.05489433
17.33327693,56203.98,,2.852628176,10.93674285,0.260829775,,,,,,,56203.98,17.33327693
17.61979639,56466.98,,2.869023065,10.94141132,0.26221691,,,,,,,56466.98,17.61979639
17.90357125,56796.98,,2.885000204,10.94723843,0.263536802,,,,,,,56796.98,17.90357125
18.18374877,56869.18,,2.90052827,10.94850882,0.264924504,,,,,,,56869.18,18.18374877
18.45654266,60053.578,,2.915418923,11.00299241,0.264966003,,,,,,,60053.578,18.45654266
18.75138842,61263.578,,2.931267799,11.02294079,0.265924299,,,,,,,61263.578,18.75138842
19.04327955,61459.178,,2.94671426,11.02612846,0.267248316,,,,,,,61459.178,19.04327955
19.33299066,61836.878,,2.961812997,11.0322552,0.268468499,,,,,,,61836.878,19.33299066
19.6229191,62142.878,,2.976698225,11.0371915,0.269697072,,,,,,,62142.878,19.6229191
19.91113382,62228.978,,2.991279064,11.03857605,0.270984142,,,,,,,62228.978,19.91113382
20.201278,62485.978,,3.00574587,11.04269746,0.272193083,,,,,,,62485.978,20.201278
20.48835767,62713.378,,3.019856806,11.04633007,0.273381004,,,,,,,62713.378,20.48835767
20.78532235,62803.278,,3.034247081,11.04776255,0.274648108,,,,,,,62803.278,20.78532235
21.08160025,63168.908,,3.048400634,11.0535675,0.275784323,,,,,,,63168.908,21.08160025
21.37549561,63573.508,,3.062245201,11.05995212,0.276876895,,,,,,,63573.508,21.37549561
21.66208701,63741.608,,3.07556359,11.06259282,0.278014715,,,,,,,63741.608,21.66208701
21.94580915,63865.778,,3.088576194,11.06453894,0.279141879,,,,,,,63865.778,21.94580915
22.24747638,63964.778,,3.102228581,11.06608787,0.280336522,,,,,,,63964.778,22.24747638
22.54307599,64194.198,,3.115427967,11.06966811,0.281438245,,,,,,,64194.198,22.54307599
22.83839918,64276.318,,3.128443294,11.07094654,0.282581375,,,,,,,64276.318,22.83839918
23.14207696,65202.168,,3.141652474,11.085248,0.283408407,,,,,,,65202.168,23.14207696
23.44599393,65382.978,,3.154699646,11.08801723,0.284514317,,,,,,,65382.978,23.44599393
23.74986116,65483.978,,3.167576685,11.08956078,0.285635901,,,,,,,65483.978,23.74986116
24.04691244,67573.978,,3.180006607,11.12097825,0.285946662,,,,,,,67573.978,24.04691244
24.35102581,67658.878,,3.192573976,11.12223386,0.287044313,,,,,,,67658.878,24.35102581
24.65686832,67742.778,,3.205055495,11.12347314,0.288134421,,,,,,,67742.778,24.65686832
24.96898807,68635.898,,3.217634578,11.13657097,0.288925073,,,,,,,68635.898,24.96898807
25.28517813,68735.588,,3.230218379,11.13802236,0.290017229,,,,,,,68735.588,25.28517813
25.59784471,68910.588,,3.242508157,11.14056512,0.29105419,,,,,,,68910.588,25.59784471
25.91044028,69200.628,,3.254645987,11.14476522,0.292033607,,,,,,,69200.628,25.91044028
26.22443812,69386.628,,3.266691729,11.14744945,0.29304387,,,,,,,69386.628,26.22443812
26.540149,69570.828,,3.278658643,11.15010062,0.294047449,,,,,,,69570.828,26.540149
26.85086849,75860.178,,3.290298166,11.23664716,0.2928185,,,,,,,75860.178,26.85086849
27.16275041,76116.178,,3.301846565,11.24001611,0.29375817,,,,,,,76116.178,27.16275041
27.475459,77099.578,,3.313293206,11.25285309,0.294440279,,,,,,,77099.578,27.475459
27.78236276,77232.278,,3.324401386,11.25457276,0.295382282,,,,,,,77232.278,27.78236276
28.08917696,77324.778,,3.335384341,11.25576973,0.296326633,,,,,,,77324.778,28.08917696
28.39603812,77441.338,,3.346249633,11.257276,0.297252162,,,,,,,77441.338,28.39603812
28.70408732,77907.138,,3.357039528,11.26327286,0.298051869,,,,,,,77907.138,28.70408732
29.01897493,78084.838,,3.367949924,11.26555118,0.298960066,,,,,,,78084.838,29.01897493
29.3346779,78197.838,,3.378770362,11.26699728,0.299882061,,,,,,,78197.838,29.3346779
29.65366925,78495.838,,3.38958587,11.27080088,0.300740462,,,,,,,78495.838,29.65366925
29.97487931,78748.838,,3.400359675,11.2740188,0.301610254,,,,,,,78748.838,29.97487931
30.29181382,78840.038,,3.410877505,11.27517624,0.302512123,,,,,,,78840.038,30.29181382
30.60523605,80824.638,,3.421171107,11.30003712,0.30275751,,,,,,,80824.638,30.60523605
30.92741681,80922.968,,3.431643066,11.30125297,0.303651558,,,,,,,80922.968,30.92741681
31.24747663,81009.068,,3.441938625,11.30231638,0.304533912,,,,,,,81009.068,31.24747663
31.56482859,81075.368,,3.452043481,11.30313447,0.305405858,,,,,,,81075.368,31.56482859
31.8904875,81224.478,,3.462307768,11.30497193,0.306264163,,,,,,,81224.478,31.8904875
32.21346484,81316.178,,3.472384528,11.30610027,0.307124866,,,,,,,81316.178,32.21346484
32.53036991,81756.078,,3.482174112,11.31149543,0.307843833,,,,,,,81756.078,32.53036991
32.84983897,81997.378,,3.491946843,11.31444255,0.308627387,,,,,,,81997.378,32.84983897
33.17758795,82490.378,,3.501874586,11.32043694,0.309340939,,,,,,,82490.378,33.17758795
33.50166552,83501.478,,3.511595155,11.33261961,0.309866145,,,,,,,83501.478,33.50166552
33.8263557,83621.978,,3.521240253,11.33406166,0.310677704,,,,,,,83621.978,33.8263557
34.15123235,83787.978,,3.530798672,11.33604482,0.311466541,,,,,,,83787.978,34.15123235
34.4747024,83907.346,,3.540225791,11.33746845,0.312258932,,,,,,,83907.346,34.4747024
34.79256478,84169.176,,3.549403708,11.34058405,0.312982444,,,,,,,84169.176,34.79256478
35.11084842,84311.476,,3.558510155,11.34227327,0.313738707,,,,,,,84311.476,35.11084842
35.42818896,84494.476,,3.567507802,11.34444144,0.314471878,,,,,,,84494.476,35.42818896
35.74852559,84592.676,,3.576509026,11.34560297,0.31523305,,,,,,,84592.676,35.74852559
36.07207828,84674.976,,3.585519111,11.34657539,0.316000113,,,,,,,84674.976,36.07207828
36.39760288,218708.656,,3.594502918,12.29549579,0.292343065,,,,,,,218708.656,36.39760288
36.71569613,233708.656,,3.603204351,12.36183056,0.291478219,,,,,,,233708.656,36.71569613
37.03646471,233991.656,,3.61190296,12.36304074,0.292153285,,,,,,,233991.656,37.03646471
37.35736117,234138.656,,3.620529978,12.36366877,0.292836216,,,,,,,234138.656,37.35736117
37.67013251,234203.656,,3.628867539,12.36394634,0.293503986,,,,,,,234203.656,37.67013251
37.9873021,234672.276,,3.637251949,12.36594525,0.294134567,,,,,,,234672.276,37.9873021
38.30368125,234803.276,,3.645546008,12.36650332,0.294791981,,,,,,,234803.276,38.30368125
38.62497346,234894.976,,3.653899048,12.36689378,0.295458109,,,,,,,234894.976,38.62497346
38.93472655,235418.376,,3.661886566,12.36911953,0.296050706,,,,,,,235418.376,38.93472655
39.25595914,235606.916,,3.670103258,12.36992009,0.296695794,,,,,,,235606.916,39.25595914
39.57715183,239290.716,,3.678251978,12.38543448,0.296982071,,,,,,,239290.716,39.57715183
39.89602271,239457.116,,3.686276637,12.38612962,0.297613278,,,,,,,239457.116,39.89602271
40.21256605,239733.184,,3.694179535,12.38728185,0.29822358,,,,,,,239733.184,40.21256605
40.52967561,240019.084,,3.702034437,12.38847372,0.298828937,,,,,,,240019.084,40.52967561
40.84992012,240149.334,,3.709904866,12.38901623,0.299451126,,,,,,,240149.334,40.84992012
41.16815409,240415.824,,3.717664998,12.3901253,0.300050638,,,,,,,240415.824,41.16815409
41.45448891,240631.904,,3.724596173,12.39102368,0.300588254,,,,,,,240631.904,41.45448891
41.72236823,240718.204,,3.731037393,12.39138225,0.30109937,,,,,,,240718.204,41.72236823
41.98162186,241119.204,,3.737231948,12.39304671,0.301558772,,,,,,,241119.204,41.98162186
42.24472549,241352.894,,3.743479506,12.39401543,0.302039281,,,,,,,241352.894,42.24472549
42.50585236,241803.184,,3.749641769,12.39587938,0.302490985,,,,,,,241803.184,42.50585236
42.77492244,241890.014,,3.755952007,12.39623841,0.302991269,,,,,,,241890.014,42.77492244
43.04376547,242076.084,,3.7622174,12.39700735,0.303477871,,,,,,,242076.084,43.04376547
43.30821235,242366.084,,3.768342279,12.39820461,0.303942579,,,,,,,242366.084,43.30821235
43.56925104,242973.954,,3.77435165,12.40070953,0.304365782,,,,,,,242973.954,43.56925104
43.82806102,244822.072,,3.780274275,12.40828699,0.304657224,,,,,,,244822.072,43.82806102
44.09619396,244895.572,,3.786373474,12.40858716,0.305141385,,,,,,,244895.572,44.09619396
44.36459422,245014.572,,3.792441724,12.40907297,0.305618456,,,,,,,245014.572,44.36459422
44.62799361,247485.852,,3.798361322,12.4191087,0.305848142,,,,,,,247485.852,44.62799361
44.88386682,247649.142,,3.804078417,12.41976827,0.306292222,,,,,,,247649.142,44.88386682
45.14466888,247878.142,,3.809872197,12.42069254,0.306735891,,,,,,,247878.142,45.14466888
45.40957232,247961.822,,3.815722927,12.42103007,0.30719859,,,,,,,247961.822,45.40957232
45.67509968,248096.292,,3.821553285,12.42157222,0.307654556,,,,,,,248096.292,45.67509968
45.93123005,248255.242,,3.827145279,12.4222127,0.308088854,,,,,,,248255.242,45.93123005
46.18799659,248423.97,,3.83271995,12.42289212,0.308520746,,,,,,,248423.97,46.18799659
46.44556852,248628.79,,3.838281057,12.42371626,0.308947901,,,,,,,248628.79,46.44556852
46.70570178,248717.88,,3.843866251,12.42407452,0.309388538,,,,,,,248717.88,46.70570178
46.96915948,249298.71,,3.849491205,12.4264071,0.309783124,,,,,,,249298.71,46.96915948
47.22518477,249517.38,,3.854927326,12.42728385,0.310198702,,,,,,,249517.38,47.22518477
47.48135876,249654.38,,3.860337187,12.42783276,0.310620304,,,,,,,249654.38,47.48135876
47.73570313,249741.9,,3.865679611,12.42818326,0.311041407,,,,,,,249741.9,47.73570313
47.99213911,249812.94,,3.871037229,12.42846768,0.311465366,,,,,,,249812.94,47.99213911
48.25417778,249960.108,,3.87648241,12.42905662,0.311888708,,,,,,,249960.108,48.25417778
48.51152772,250222.178,,3.881801455,12.43010451,0.312290331,,,,,,,250222.178,48.51152772
48.76359749,250453.178,,3.886984081,12.43102727,0.31268406,,,,,,,250453.178,48.76359749
49.01444525,250653.158,,3.892115056,12.43182542,0.313076714,,,,,,,250653.158,49.01444525
49.26883607,250873.978,,3.897291753,12.43270601,0.313470917,,,,,,,250873.978,49.26883607
49.53176502,251158.028,,3.902614181,12.43383761,0.313870448,,,,,,,251158.028,49.53176502
49.78844837,251478.538,,3.907782997,12.43511293,0.314253921,,,,,,,251478.538,49.78844837
50.04382194,251716.538,,3.91289906,12.43605888,0.314641407,,,,,,,251716.538,50.04382194
50.29665504,252680.598,,3.917938575,12.43988151,0.314949831,,,,,,,252680.598,50.29665504
50.55525929,252773.648,,3.923066981,12.4402497,0.315352752,,,,,,,252773.648,50.55525929
50.81591035,252925.348,,3.928209501,12.44084966,0.315750902,,,,,,,252925.348,50.81591035
51.06899955,253108.208,,3.933177651,12.44157238,0.316131879,,,,,,,253108.208,51.06899955
51.31883809,253837.758,,3.938057899,12.44445059,0.316450925,,,,,,,253837.758,51.31883809
51.57054219,253970.758,,3.942950622,12.44497441,0.316830754,,,,,,,253970.758,51.57054219
51.82592651,254222.728,,3.947890536,12.44596604,0.317202419,,,,,,,254222.728,51.82592651
52.07973607,254414.328,,3.95277593,12.44671943,0.317575724,,,,,,,254414.328,52.07973607
52.32291695,254688.048,,3.957434458,12.44779473,0.317922535,,,,,,,254688.048,52.32291695
52.5693414,255153.048,,3.962133087,12.44961883,0.318253365,,,,,,,255153.048,52.5693414
52.82090746,255300.148,,3.966907087,12.45019518,0.31862208,,,,,,,255300.148,52.82090746
53.07309952,256018.046,,3.9716702,12.45300321,0.318932721,,,,,,,256018.046,53.07309952
53.32565901,256155.846,,3.976417623,12.45354131,0.319300151,,,,,,,256155.846,53.32565901
53.57652571,256353.506,,3.981111019,12.45431265,0.319657225,,,,,,,256353.506,53.57652571
53.81566156,256464.506,,3.985564532,12.45474556,0.32000369,,,,,,,256464.506,53.81566156
54.05995592,256574.506,,3.990093725,12.45517437,0.320356312,,,,,,,256574.506,54.05995592
54.30574179,256781.706,,3.994629963,12.45598161,0.320699732,,,,,,,256781.706,54.30574179
54.55275129,261093.676,,3.999168147,12.47263453,0.320635399,,,,,,,261093.676,54.55275129
54.80027485,261247.156,,4.003695209,12.4732222,0.320983235,,,,,,,261247.156,54.80027485
55.03840221,261441.436,,4.008031164,12.47396558,0.321311706,,,,,,,261441.436,55.03840221
55.2812161,261699.036,,4.012433178,12.4749504,0.321639209,,,,,,,261699.036,55.2812161
55.52219141,261880.906,,4.016782786,12.47564512,0.321969946,,,,,,,261880.906,55.52219141
55.77205744,262139.636,,4.021272981,12.4766326,0.322304352,,,,,,,262139.636,55.77205744
56.00925928,262295.636,,4.025517021,12.47722753,0.322629127,,,,,,,262295.636,56.00925928
56.24469935,263254.936,,4.029711803,12.48087818,0.322870854,,,,,,,263254.936,56.24469935
56.48433807,263501.446,,4.033963397,12.48181413,0.323187267,,,,,,,263501.446,56.48433807
56.72297653,263704.126,,4.038179358,12.48258302,0.323505107,,,,,,,263704.126,56.72297653
56.96421726,263886.784,,4.042423303,12.48327544,0.323827134,,,,,,,263886.784,56.96421726
57.20115483,264642.454,,4.046574088,12.48613496,0.324085403,,,,,,,264642.454,57.20115483
57.43404137,264709.354,,4.050637183,12.48638773,0.324404245,,,,,,,264709.354,57.43404137
57.67103874,264875.354,,4.054755119,12.48701463,0.324717736,,,,,,,264875.354,57.67103874
57.90321115,264974.454,,4.058772843,12.4873887,0.325029751,,,,,,,264974.454,57.90321115
58.14196378,265040.354,,4.062887671,12.48763737,0.325352791,,,,,,,265040.354,58.14196378
58.37079898,265219.804,,4.066815747,12.48831421,0.325649698,,,,,,,265219.804,58.37079898
58.5993223,265347.804,,4.070723132,12.48879671,0.325949987,,,,,,,265347.804,58.5993223
58.83260702,265970.804,,4.074696242,12.49114182,0.326206867,,,,,,,265970.804,58.83260702
59.06011246,266086.572,,4.07855578,12.49157699,0.326504474,,,,,,,266086.572,59.06011246
59.28625192,266840.572,,4.08237744,12.49440665,0.326736399,,,,,,,266840.572,59.28625192
59.50755246,266932.232,,4.086103237,12.49475009,0.327025607,,,,,,,266932.232,59.50755246
59.73291355,267072.032,,4.089883184,12.49527368,0.327314414,,,,,,,267072.032,59.73291355
59.95541662,267317.172,,4.09360123,12.49619114,0.327587917,,,,,,,267317.172,59.95541662
60.17758195,267473.642,,4.09729989,12.49677631,0.327868547,,,,,,,267473.642,60.17758195
60.40556407,276762.152,,4.101081221,12.53091376,0.327277108,,,,,,,276762.152,60.40556407
60.6312705,281346.752,,4.104810775,12.54734318,0.327145812,,,,,,,281346.752,60.6312705
60.85262142,282875.652,,4.108454899,12.55276269,0.327294875,,,,,,,282875.652,60.85262142
61.07196079,283170.252,,4.112052854,12.55380359,0.32755434,,,,,,,283170.252,61.07196079
61.294457,283278.252,,4.115689415,12.55418492,0.32783406,,,,,,,283278.252,61.294457
61.51968117,284136.502,,4.119357143,12.55721004,0.328047164,,,,,,,284136.502,61.51968117
61.74195047,285776.502,,4.12296361,12.56296532,0.328183952,,,,,,,285776.502,61.74195047
61.96182955,286498.502,,4.126518543,12.56548859,0.328400962,,,,,,,286498.502,61.96182955
62.17929992,286741.762,,4.130022146,12.56633731,0.328657591,,,,,,,286741.762,62.17929992
62.40008645,286923.432,,4.133566661,12.56697067,0.328923077,,,,,,,286923.432,62.40008645
62.62132467,287030.792,,4.13710587,12.56734478,0.329194905,,,,,,,287030.792,62.62132467
62.84201287,287439.792,,4.140623845,12.5687687,0.329437508,,,,,,,287439.792,62.84201287
63.05251847,287678.692,,4.143968006,12.56959948,0.329681786,,,,,,,287678.692,63.05251847
63.26331019,288430.572,,4.147305543,12.57220968,0.329878808,,,,,,,288430.572,63.26331019
63.476781,288830.572,,4.150674185,12.57359554,0.330110363,,,,,,,288830.572,63.476781
63.69121413,292968.172,,4.154046627,12.58781925,0.330005265,,,,,,,292968.172,63.69121413
63.90089089,293035.572,,4.157333303,12.58804929,0.330260329,,,,,,,293035.572,63.90089089
64.10809628,293416.192,,4.160570663,12.58934733,0.330483428,,,,,,,293416.192,64.10809628
64.3226172,293714.692,,4.163911314,12.59036414,0.330722072,,,,,,,293714.692,64.3226172
64.52994466,293831.302,,4.167129374,12.59076108,0.330967234,,,,,,,293831.302,64.52994466
64.74151013,293920.302,,4.170402574,12.59106393,0.331219236,,,,,,,293920.302,64.74151013
64.95064498,293993.412,,4.173627673,12.59131264,0.33146883,,,,,,,293993.412,64.95064498
65.15604594,294170.052,,4.1767851,12.59191329,0.331703769,,,,,,,294170.052,65.15604594
65.36595258,294595.262,,4.18000152,12.5933577,0.33192113,,,,,,,294595.262,65.36595258
65.57112923,294692.862,,4.183135496,12.59368895,0.332161253,,,,,,,294692.862,65.57112923
65.78283059,294894.722,,4.186358871,12.5943737,0.332399131,,,,,,,294894.722,65.78283059
65.99069655,295006.742,,4.189513771,12.59475349,0.332639601,,,,,,,295006.742,65.99069655
66.19107139,295171.122,,4.192545581,12.59531054,0.332865598,,,,,,,295171.122,66.19107139
66.39436285,295279.312,,4.195612156,12.59567701,0.333099376,,,,,,,295279.312,66.39436285
66.58669382,295430.862,,4.198504765,12.59619012,0.333315449,,,,,,,295430.862,66.58669382
66.79575617,295589.632,,4.201639548,12.59672739,0.333550089,,,,,,,295589.632,66.79575617
66.99722049,295719.632,,4.204651133,12.5971671,0.333777515,,,,,,,295719.632,66.99722049
67.19516138,295786.132,,4.207601242,12.59739195,0.334005742,,,,,,,295786.132,67.19516138
67.39307851,296010.302,,4.21054232,12.59814954,0.33421911,,,,,,,296010.302,67.39307851
67.59059009,296194.002,,4.213468774,12.59876993,0.334434933,,,,,,,296194.002,67.59059009
67.79127462,296345.002,,4.216433494,12.5992796,0.334656713,,,,,,,296345.002,67.79127462
67.97794416,296580.912,,4.219183302,12.60007535,0.334853815,,,,,,,296580.912,67.97794416
68.16454068,296646.812,,4.221924498,12.60029752,0.335065461,,,,,,,296646.812,68.16454068
68.36011282,296834.812,,4.224789509,12.60093107,0.33527598,,,,,,,296834.812,68.36011282
68.54716341,297335.002,,4.227522025,12.60261473,0.335448009,,,,,,,297335.002,68.54716341
68.7389456,297428.702,,4.230315932,12.60292982,0.33566131,,,,,,,297428.702,68.7389456
68.92607683,297629.872,,4.23303458,12.60360595,0.335859007,,,,,,,297629.872,68.92607683
69.10974462,299269.872,,4.235695743,12.60910103,0.33592369,,,,,,,299269.872,69.10974462
69.30140414,299854.872,,4.238465168,12.61105388,0.336091274,,,,,,,299854.872,69.30140414
69.48483798,299950.272,,4.24110857,12.61137198,0.336292402,,,,,,,299950.272,69.48483798
69.67041838,300034.35,,4.243775814,12.61165225,0.336496419,,,,,,,300034.35,69.67041838
69.85619228,300128.85,,4.246438733,12.61196716,0.336699159,,,,,,,300128.85,69.85619228
70.03580224,300287.25,,4.249006572,12.6124948,0.336888668,,,,,,,300287.25,70.03580224
70.21693796,300589.96,,4.251589563,12.61350236,0.337066537,,,,,,,300589.96,70.21693796
70.39411244,300732.958,,4.25410963,12.61397797,0.337253612,,,,,,,300732.958,70.39411244
70.57311048,300962.158,,4.256649201,12.61473981,0.337434562,,,,,,,300962.158,70.57311048
70.75063449,301109.158,,4.259161505,12.61522813,0.337620649,,,,,,,301109.158,70.75063449
70.92345105,301430.648,,4.261601141,12.61629525,0.337785464,,,,,,,301430.648,70.92345105
71.10326783,301722.966,,4.264133297,12.61726454,0.337960204,,,,,,,301722.966,71.10326783
71.27575043,302021.966,,4.266556163,12.61825503,0.338125688,,,,,,,302021.966,71.27575043
71.45601098,302243.476,,4.269082029,12.61898818,0.338306207,,,,,,,302243.476,71.45601098
71.63016832,302394.346,,4.27151633,12.61948723,0.338485729,,,,,,,302394.346,71.63016832
71.79884557,302599.346,,4.273868398,12.62016492,0.338653926,,,,,,,302599.346,71.79884557
71.96999158,303584.756,,4.276249249,12.62341611,0.338755311,,,,,,,303584.756,71.96999158
72.13680242,304166.586,,4.27856435,12.62533081,0.338887306,,,,,,,304166.586,72.13680242
72.30651862,304350.186,,4.280914286,12.62593425,0.33905723,,,,,,,304350.186,72.30651862
72.47698174,304443.486,,4.283269018,12.62624075,0.339235494,,,,,,,304443.486,72.47698174
72.63523995,304526.486,,4.285450203,12.62651334,0.339400917,,,,,,,304526.486,72.63523995
72.80336855,304850.606,,4.287762225,12.62757712,0.339555418,,,,,,,304850.606,72.80336855
